time,h2_top,h1_bot
10.13,447775.38,167217.27
10.14,448310.66,167590.22
10.15,448844.25,167960.17
10.16,449375.06,168331.2
10.17,449901.31,168703.81
10.18,450429,169073.06
10.19,450955.31,169450.77
10.2,451480.84,169825.7
10.21,452004.31,170203.3
10.22,452527.22,170577.91
10.23,453050.12,170957.67
10.24,453568.09,171330.09
10.25,454090.38,171703.16
10.26,454606.19,172078.77
10.27,455122.94,172451.75
10.28,455639.78,172826.86
10.29,456158.66,173199.73
10.3,456675.84,173574.7
10.31,457198.44,173957.34
10.32,457722.12,174340.75
10.33,458243.56,174723.77
10.34,458762.47,175105.09
10.35,459282.03,175485.11
10.36,459798.28,175867.91
10.37,460313.88,176248.42
10.38,460829.47,176624.47
10.39,461342.88,177004.86
10.4,461852.19,177382.81
10.41,462363.78,177763.06
10.42,462874.25,178154.56
10.43,463386.72,178548.22
10.44,463895.91,178933.44
10.45,464404.88,179318.86
10.46,464915.69,179705.98
10.47,465425.47,180091.34
10.48,465932.31,180474.83
10.49,466439.59,180858.34
10.5,466948.03,181246.41
10.51,467454.34,181628.22
10.52,467962.25,182014.78
10.53,468465.72,182408.75
10.54,468972.56,182797.09
10.55,469489.47,183187.69
10.56,470002.59,183577.09
10.57,470516.22,183964.02
10.58,471026.12,184353.5
10.59,471536.88,184738.92
10.6,472043.16,185127.14
10.61,472551.75,185513.94
10.62,473057.12,185904.67
10.63,473560.38,186300.89
10.64,474065.53,186690.64
10.65,474567.31,187084.41
10.66,475068.75,187474.55
10.67,475569.31,187865.2
10.68,476068.84,188257.08
10.69,476567.56,188644.66
10.7,477068.19,189032.77
10.71,477578.25,189424.73
10.72,478083.06,189815.45
10.73,478585.47,190207.61
10.74,479084.88,190601.67
10.75,479582.5,190998.56
10.76,480081.97,191395.44
10.77,480577.22,191789.19
10.78,481070.88,192182.98
10.79,481564.25,192578.75
10.8,482059.31,192970.83
10.81,482556.56,193365.59
10.82,483051.56,193759.48
10.83,483545.56,194151.39
10.84,484039.59,194542.2
10.85,484535.69,194933.97
10.86,485028.62,195334.75
10.87,485520.84,195738.45
10.88,486013.12,196138.42
10.89,486505.41,196539.73
10.9,486994.81,196939.44
10.91,487485,197337.59
10.92,487972.06,197735.75
10.93,488459.62,198134.67
10.94,488947.31,198532.55
10.95,489434.81,198929.39
10.96,489919.34,199326.22
10.97,490404.47,199733.17
10.98,490886.91,200148.77
10.99,491375.75,200558.33
11,491857.84,200960.67
11.01,492340.62,201367.06
11.02,492819.84,201768.19
11.03,493302.81,202171.53
11.04,493780.81,202572.2
11.05,494260.25,202978.03
11.06,494735.47,203381.91
11.07,495214.03,203780.94
11.08,495691.88,204189.77
11.09,496165.19,204601.86
11.1,496641.06,205013.45
11.11,497116.88,205419.78
11.12,497595.69,205829.39
11.13,498075.94,206234.72
11.14,498552.91,206641.97
11.15,499030.44,207044.59
11.16,499508.72,207452.08
11.17,499982.97,207858.09
11.18,500457.34,208265.52
11.19,500932.31,208674.42
11.2,501408.41,209088.94
11.21,501910.88,209499.03
11.22,502399.31,209908.11
11.23,502882.78,210318.19
11.24,503362.72,210727.11
11.25,503843.69,211134.5
11.26,504332.12,211542.23
11.27,504817.31,211950.11
11.28,505301.5,212359.95
11.29,505785.97,212768.89
11.3,506269.16,213177.66
11.31,506750.44,213583.97
11.32,507227.06,213995.81
11.33,507703.62,214409.11
11.34,508179.5,214821.58
11.35,508655.84,215237.17
11.36,509128.56,215648.67
11.37,509602.62,216063.06
11.38,510073.09,216472.83
11.39,510543.47,216887.3
11.4,511012.94,217296.58
11.41,511479.78,217706.06
11.42,511948.69,218118.72
11.43,512414.97,218529.86
11.44,512881.03,218941
11.45,513344.84,219358.2
11.46,513806.5,219777.75
11.47,514268.78,220196.66
11.48,514730.41,220612.81
11.49,515192.06,221034.2
11.5,515652.44,221446.3
11.51,516110.62,221863.33
11.52,516570.28,222281.89
11.53,517027.31,222698.73
11.54,517483.34,223111.12
11.55,517940.91,223526.84
11.56,518397.03,223940.81
11.57,518850.75,224382.06
11.58,519304.62,224811.17
11.59,519758.03,225234.23
11.6,520211.91,225656.84
11.61,520664.09,226079.11
11.62,521117.09,226498.23
11.63,521566.94,226920.95
11.64,522020.12,227339.91
11.65,522471.19,227761.11
11.66,522918.84,228182.06
11.67,523370.84,228599.45
11.68,523817.78,229031.38
11.69,524268.97,229460.23
11.7,524715.69,229888.39
11.71,525166.88,230314.56
11.72,525614.06,230740.89
11.73,526060.19,231163.81
11.74,526508.81,231585.89
11.75,526954.31,232008.64
11.76,527400.94,232431.7
11.77,527849.12,232853.62
11.78,528297.06,233276.92
11.79,528746.88,233702.23
11.8,529195.81,234127.58
11.81,529639.94,234556.47
11.82,530091.81,234983.73
11.83,530547.38,235412.22
11.84,530999.19,235838.19
11.85,531448.69,236265.28
11.86,531895.81,236689.2
11.87,532345.31,237117.28
11.88,532798.38,237543.75
11.89,533252.94,237971.5
11.9,533704.62,238395.44
11.91,534153.94,238822
11.92,534603.06,239246.81
11.93,535049.25,239672.86
11.94,535499.31,240095.72
11.95,535947.12,240522.16
11.96,536392.75,240951.8
11.97,536838.88,241380.44
11.98,537283.56,241811.8
11.99,537728.88,242239.55
12,538171.81,242667.98
12.01,538614.56,243100.05
12.02,539058.75,243529.17
12.03,539500.44,243954.5
12.04,539941.94,244384.2
12.05,540380.88,244812.89
12.06,540820.56,245238.62
12.07,541259.81,245664.27
12.08,541697.5,246093.95
12.09,542136.19,246531.88
12.1,542573.56,246969.44
12.11,543012.25,247403.34
12.12,543448.88,247839.19
12.13,543885.06,248269.75
12.14,544320,248702.48
12.15,544757.81,249134.06
12.16,545189.38,249566.48
12.17,545623.56,249999.33
12.18,546058.94,250431.02
12.19,546490.19,250861.8
12.2,546922.75,251294.73
12.21,547354.81,251755.94
12.22,547785.56,252198.55
12.23,548217.94,252640.12
12.24,548647.31,253081.97
12.25,549080.88,253517.88
12.26,549509.06,253957.06
12.27,549938.12,254392.14
12.28,550369.56,254829.19
12.29,550799.75,255265.2
12.3,551228.94,255699.45
12.31,551656.5,256135.47
12.32,552083,256578.45
12.33,552509.62,257021.59
12.34,552937.5,257465.33
12.35,553362.62,257909.84
12.36,553786.19,258353.59
12.37,554210.94,258793.12
12.38,554634.69,259232.39
12.39,555059.12,259673.02
12.4,555488,260112.14
12.41,555914.44,260550.14
12.42,556340.56,260988.86
12.43,556768.25,261429.75
12.44,557190.88,261873.05
12.45,557615.38,262312.53
12.46,558035.88,262752.47
12.47,558456.25,263192.12
12.48,558879.75,263630.5
12.49,559299.06,264073.19
12.5,559716.44,264510.47
12.51,560136.25,264948.59
12.52,560553.75,265394
12.53,560971.31,265837.06
12.54,561386.38,266278.56
12.55,561802.56,266720.94
12.56,562217.44,267160.06
12.57,562641,267602.44
12.58,563078.06,268043.31
12.59,563502.31,268483.78
12.6,563924.88,268923.06
12.61,564344.19,269363.34
12.62,564762.81,269803.12
12.63,565180,270242.38
12.64,565595.31,270685.69
12.65,566008.56,271130.28
12.66,566424.38,271573.72
12.67,566838.31,272018.81
12.68,567252.19,272460.59
12.69,567661.94,272904.31
12.7,568074.31,273349.53
12.71,568488.81,273791.97
12.72,568899.94,274234.59
12.73,569309.31,274677.03
12.74,569719.56,275118.81
12.75,570130.81,275559.25
12.76,570540.56,276000.47
12.77,570948,276445.88
12.78,571357,276900.12
12.79,571761.88,277348.28
12.8,572169,277798.81
12.81,572574.25,278246.5
12.82,572982.25,278696.59
12.83,573387.56,279141.91
12.84,573800.75,279587.56
12.85,574206.31,280036.41
12.86,574615.56,280481.94
12.87,575023.06,280926.38
12.88,575431.81,281372.62
12.89,575838.19,281816.47
12.9,576243.12,282286.62
12.91,576645.31,282747.25
12.92,577053.31,283207.53
12.93,577456.44,283662.44
12.94,577864.12,284113.66
12.95,578272.56,284568.44
12.96,578676.69,285021.62
12.97,579081.25,285470.56
12.98,579488.25,285921.59
12.99,579889.06,286371
13,580290.19,286821.38
13.01,580693.12,287273.94
13.02,581093,287732.94
13.03,581494.88,288191.19
13.04,581893.38,288647.16
13.05,582289.69,289100.19
13.06,582691,289552.41
13.07,583087.12,290003.59
13.08,583482.75,290454.78
13.09,583880.44,290907.56
13.1,584276.19,291358.5
13.11,584671.75,291808.06
13.12,585065.38,292264
13.13,585459.94,292718.44
13.14,585854.69,293173.62
13.15,586251,293629.31
13.16,586640.88,294084.97
13.17,587033.19,294535.12
13.18,587424.69,294988.88
13.19,587818.94,295438.38
13.2,588211.12,295889.12
13.21,588601.56,296340.12
13.22,589000.75,296790.12
13.23,589399.81,297245.16
13.24,589796.25,297697.19
13.25,590194.06,298151.19
13.26,590590.31,298606.44
13.27,590985.12,299058.62
13.28,591377.5,299511.72
13.29,591771.81,299964.09
13.3,592161.25,300418.31
13.31,592553.56,300870.34
13.32,592940.75,301323.69
13.33,593331.94,301777.41
13.34,593723.88,302227.94
13.35,594108.31,302681.34
13.36,594497.69,303130.28
13.37,594882.81,303581.56
13.38,595267,304033.66
13.39,595653.38,304487.88
13.4,596038.06,304942.44
13.41,596419.5,305400.84
13.42,596805.88,305857.25
13.43,597189.19,306311.91
13.44,597573.31,306765.44
13.45,597959.12,307221.75
13.46,598341.44,307677.84
13.47,598724.44,308128.34
13.48,599107.06,308583.5
13.49,599488.12,309036.69
13.5,599869.94,309488.03
13.51,600252.44,309941.69
13.52,600634,310391.28
13.53,601014.56,310853.97
13.54,601396.06,311317.38
13.55,601775.94,311780.06
13.56,602155.69,312242.47
13.57,602531.31,312702.34
13.58,602911.56,313161.84
13.59,603288.94,313620.19
13.6,603665.94,314078.88
13.61,604042.88,314537.59
13.62,604417.88,314997.47
13.63,604801.88,315453.41
13.64,605187.25,315914.25
13.65,605568.06,316371.78
13.66,605948.56,316855.91
13.67,606330.06,317327.31
13.68,606708.56,317794.38
13.69,607083.56,318260.03
13.7,607461.5,318720.91
13.71,607837.38,319183.28
13.72,608215.44,319646.25
13.73,608588.44,320106.12
13.74,608962,320567.09
13.75,609336.62,321026.56
13.76,609708.19,321486.88
13.77,610078.88,321949.25
13.78,610452.31,322420.31
13.79,610822.62,322888.91
13.8,611192.06,323354.88
13.81,611565.56,323819.5
13.82,611938.25,324282.66
13.83,612311.81,324744.53
13.84,612686.81,325205.81
13.85,613058.94,325667.03
13.86,613430.62,326124.78
13.87,613799.81,326581.84
13.88,614174.31,327043.62
13.89,614544.06,327507.97
13.9,614913.56,327971.97
13.91,615283.88,328435.31
13.92,615654.62,328896.47
13.93,616022.75,329358.47
13.94,616394.19,329820.09
13.95,616762,330280.09
13.96,617130.44,330742.91
13.97,617497.19,331200.28
13.98,617863.31,331662.16
13.99,618230.25,332123.06
14,618592.88,332584.09
14.01,618959.06,333044.84
14.02,619321.62,333506.28
14.03,619687.56,333965.75
14.04,620051.38,334423.5
14.05,620411.31,334881.59
14.06,620774.12,335341.56
14.07,621138.94,335800.06
14.08,621497.56,336262.81
14.09,621858.5,336726.34
14.1,622219,337188.88
14.11,622580.31,337648
14.12,622938.31,338110.34
14.13,623295,338569
14.14,623654.31,339030.31
14.15,624011.62,339489.38
14.16,624369.69,339951
14.17,624726.56,340409.91
14.18,625084.44,340868.66
14.19,625439.25,341327.72
14.2,625796.44,341786.53
14.21,626151.44,342244.84
14.22,626505.69,342703
14.23,626860.12,343167.06
14.24,627212.88,343631.38
14.25,627566.81,344095.44
14.26,627917.62,344556.97
14.27,628269.81,345020.94
14.28,628624.06,345482.78
14.29,628976.31,345945.16
14.3,629330.38,346407.56
14.31,629684.62,346869.66
14.32,630037.44,347330.94
14.33,630393,347791.12
14.34,630745.81,348253.12
14.35,631100.06,348713.5
14.36,631474.19,349179
14.37,631843.12,349652.22
14.38,632205.81,350123.59
14.39,632568.56,350592.94
14.4,632928.69,351058.91
14.41,633288.44,351526.94
14.42,633646,351993.94
14.43,634004.25,352461.03
14.44,634361.06,352926.53
14.45,634716.94,353391.22
14.46,635071.62,353855.09
14.47,635422.69,354321.28
14.48,635778.19,354784.31
14.49,636130.19,355271.56
14.5,636483.44,355751.56
14.51,636833.19,356225.88
14.52,637184.62,356697.56
14.53,637533.88,357166.94
14.54,637883.75,357636.09
14.55,638231.38,358103.16
14.56,638580.81,358571.66
14.57,638928.38,359036.34
14.58,639276.25,359502.06
14.59,639621.12,359966.75
14.6,639967.69,360429.81
14.61,640312.19,360902.97
14.62,640656.31,361375.75
14.63,641004.38,361849.53
14.64,641347.31,362315.88
14.65,641690.62,362784.69
14.66,642033.88,363252.53
14.67,642375.88,363717.19
14.68,642715.88,364183.78
14.69,643060.06,364649.94
14.7,643402.75,365113.28
14.71,643740.25,365577.56
14.72,644083.69,366044.53
14.73,644420.81,366512.62
14.74,644761.19,366983.09
14.75,645101.19,367447.31
14.76,645440.12,367913.91
14.77,645778.88,368377.12
14.78,646116.56,368840.34
14.79,646455.69,369303.03
14.8,646793.19,369764.94
14.81,647128.44,370226.94
14.82,647467.31,370693.62
14.83,647802.25,371155.53
14.84,648138.5,371620.66
14.85,648474.38,372086.38
14.86,648811.56,372550.84
14.87,649148.12,373016.09
14.88,649485.62,373479.09
14.89,649821,373943.31
14.9,650154.06,374406.03
14.91,650491.44,374869.84
14.92,650829,375334.38
14.93,651160.25,375796.69
14.94,651495.56,376256.75
14.95,651829.56,376719.75
14.96,652163.56,377181.41
14.97,652496.81,377641.91
14.98,652828.31,378103.38
14.99,653159.69,378564.47
